Name
Soul .45 Caliber
Baseball Bat
Bico Hammer
Deluxe Cearis
Yellow Candy
Duster
Brush
Pastry Pin
Spatula
Fork
Emerald Sword
Frozen Fish
Ice Cream
Skewer
Chocolate Bar
Vantage Knife
Portable Cleaner
Mini-light
Golf Club
Umbrella
Chisel
Frying Pan
Rubber Cup
Microphone
Chicken Folk
Fishing Rod
Fruit Dumpling Bar
Scissors Rod
Rock Rod
Paper Rod
Nine Tooth Harrow
Mop
Broom
Banned Display
Barbell
Divine Width
Giant Toothbrush
Cupid's Bow
Catapult Bow
Lyre
Hanger
Triangle Ruler
Rubber Band Gun
Firecracker
Mini Trumpet
Electric Drill
Toy Chicken
Folding Chair
Electric Saw
Divine Retribution Hammer
Traffic Light
Metal Bat
Mosquito Trap Racket
Post
Video Camera
Horn
Giant Panda
Earth Needle
Watering Pot
Chicken
Spatula
Tableware
Claymore
Double-Headed Banana
Ice Nine
Bajori Axe
Pumpkin Sword
Priestess's Ragged Broom
Christmas Bell
Jewelry Candy
Stick Candy
Bico BB Gun
Weapon
Rapier
Staff
Two-Handed Sword
Two-Handed Samurai Sword
Dual Swords
Long Range Weapon
Two-Handed Bow
Dual Guns
Duel Gun
Cannon
Crucial Hit
Wooden Sword Cover
Steel Sword Cover
Phoenix Feather Cover
Lotus Flower Picket
Sea Wand Cover
Falcon Bow Cover
Wrestling Bow Cover
Chill Pillow Cover
Fossil pillow Cover
Valiant Sword
Cross Babel Blade
Valiant Sword
Cross Babel Blade
Daybreak Blade
Apostle Blade
High Blade
Brave Sword
Reverse Blade
Critical Blade
Unicorn Hammer
Horse Blade
Apex Sword
Saint Sword
Dark Sword
Snow Rapier
Dark Sword
Snow Rapier
Gravity Sword
Piercer
Lockjaw Sword
Gold Sword
Specter Sword
Thunder Gun
Inferno Arm
Bless War Club
Righteous War Club
Bless War Club
Righteous War Club
Cerulean Sphere War Club
Divine Wind War Club
Dragon War Club
Lazuline Rod
Grand Maple Rod
Grand Silver Rod
Heaven's Rod
Golden Rod
Great Genie Rod
Golden Rod
Great Genie Rod
Flaming Flower Rod
Empyrean Rod
Reverse Water Rod
Healing Platinum Club
Asura Club
Crescent River Club
Emperor's Club
Goblin Wand
Eclipse Wand
Goblin Wand
Eclipse Wand
Illusion Wand
Bloody Hawk Wand
Thunder Wand
Death Icy Sphere Wand
Resentment Wand
Bolting Wand
Fire Phoenix
Ancient Wand
Crying Crimson Wand
Ancient Wand
Prophet's Finger
Crying Crimson Wand
Gargoyle's Wand
Dissipated Soul's Flute
Ancient Finger
Panther's Stone Wand
Aftershock Wand
Splendor Wand
Lightning Rifle
Crystal Rifle
Lightning Rifle
Crystal Rifle
Saint Flare Rifle
Bloody Cannon
High Gatling
Dark Cannon
Mortar Cannon
Hawk Eye Cannon
Typhoon Cannon
Hurricane Bow
Typhoon Bow
Hurricane Bow
Typhoon Bow
Hurricane Bow
Garrick Bow
General Crossbow
Ignis Crossbow
Star Crossbow
Sun CrossBow
Jostle Crossbow
Venom Crossbow
Sun Goddess Crossbow
Voyager Crossbow
Bico Rod
Bico Sword
Bico Rapier
Bico Wand
Bico Giant Sword
Bico Samurai Sword
Bico Dual Swords
Bico Beretta
Bico Bow
Bico Crossbow
Bico Dual Guns
Valiant Sword
Cross Babel Blade
Day-Break Blade
Apostle Blade
High Blade
Dark Sword
Snow Rapier
Lockjaw Sword
Gravity Sword
Specter Sword
Bless War Club
Righteous War Club
Cerulean Sphere War Club
Divine Wind War Club
Dragon War Club
Golden Rod
Great Genie Rod
Flaming Flower Rod
Empyrean Rod
Reverse Water Rod
Goblin Wand
Eclipse Wand
Illusion Wand
Bloody Hawk Wand
Thunder Wand
Ancient Wand
Prophet's Finger
Crying Crimson Wand
Gargoyle's Wand
Dissipated Soul's Flute
Lightning Rifle
Crystal Rifle
Saint flare Rifle
Bloody Cannon
High Gatling
Typhoon Bow
Hurricane Bow
General Crossbow
Ignis Crossbow
Star Crossbow
Valor Blade
Cross Babel Blade
Day-Break Blade
Apostle Blade
High Blade
Dark Sword
Snow Rapier
Lockjaw Sword
Gravity Sword
Specter Sword
Bless War Club
Righteous War Club
Cerulean Sphere War Club
Divine Wind War Club
Dragon War Club
Golden Rod
Great Genie Rod
Flaming Flower Rod
Empyrean Rod
Reverse Water Rod
Goblin Wand
Eclipse Wand
Illusion Wand
Bloody Hawk Wand
Thunder Wand
Ancient Wand
Prophet's Finger
Crying Crimson Wand
Gargoyle's Wand
Dissipated Soul's Flute
Lightning Rifle
Crystal Rifle
Saint Flare Rifle
Bloody Cannon
High Gatling
Typhoon Bow
Hurricane Bow
General Crossbow
Ignis Crossbow
Star Crossbow
Almighty Pen
Red Candy
Smile Candy
Windmill
Trigger
Screw Driver
Giant's Dental Floss
Panda Doll
Shock Rod
Big Eggplants
Emperor's Crab Feet
Blue Light Saber
Red Light Saber
Pineapple Ice Cream
Strawberry Ice Cream
Big Banana
Dragon Vase
Iron Ruler
Big Spoon
Empty Bottle
Long Bottle
Sunflower
Taktstock
Cotton Swab
Antenna
Street Lamp
Plum
Caution Sign
One Way Sign
Oar
Fluorescent Lamp
Beauty Salon Billboard
Chocolate Bar
Strawberry Bar
Standing Microphone
Weather Weaver
Armbar
Spine
Crab Claws
Bicycle Steering Wheel
Bull's Horns
Deep-Fried Shrimp
Magnet
Compass
Loud Speaker
Insecticide
Giant Bone
Giant Fish Bone
Christmas Tree
Cactus
Bamboo Sword
Pick-Axe
Giant's Toothpaste
Fire Extinguisher
Milk Bottle
Restored Cannon
Folding Ladder
Weeder
Dual Duster
Paintbrush
Hot Dog
Folding Fan
Twin Dryer
Wrapped Dual Flowers
Wicked Sword
Lunge Sword
Ocean Wand
Hunter Crossbow
Iron Sword
Chaos Club
Heavenly Wand
Fire Bow
Steel Sword
Eternity Wand
Wicked Wand
Magnet Bow
Sword
Violet Club
Python Wand
Kaiser Crossbow
Soul Blade
Peach Tree Dagger
Sharp Rapier
Lotus Flower Club
Chill Wand
Moon Willow
Gatling Gun
Speed Bow
Requiem Blade
Zombie Dagger
Killing Rapier
Infinity Club
Flaming Tiger Wand
Skull Flute
Spark Gun
Blizzard Bow
Silver Blade
Falcon Dagger
Cross Club
Purgatory Wand
Mad Leaf Whip
Grand Sword
Energy Pulse
Poison Bow
Holy Blade
Peacock Dagger
Golden Rod
Indigo Dream
Magic Soul Wand
Combat Crossbow
Hellfire Pistol
Light Blade
Exorcism Dagger
Fable Club
Ripple Wand
Mist Wand
Star Sword
Eagle Crossbow
Soul .45 Caliber
Wicked Sword
Lunge Sword
Ocean Wand
Hunter Crossbow
Iron Sword
Chaos Club
Heavenly Wand
Fire Bow
Steel Sword
Eternity Wand
Wicked Wand
Magnet Bow
Sword
Violet Club
Python Wand
Kaiser Crossbow
Soul Blade
Peach Tree Dagger
Sharp Rapier
Lotus Flower Club
Chill Wand
Moon Willow
Gatling Gun
Speed Bow
Requiem Blade
Zombie Dagger
Killing Rapier
Infinity Club
Flaming Tiger Wand
Skull Flute
Spark Gun
Blizzard Bow
Silver Blade
Falcon Dagger
Cross Club
Purgatory Wand
Mad Leaf Whip
Grand Sword
Energy Pulse
Poison Bow
Holy Blade
Peacock Dagger
Golden Rod
Indigo Dream
Magic Soul Wand
Combat Crossbow
Hellfire Gun
Light Blade
Exorcism Dagger
Fable Club
Ripple Wand
Mist Wand
Star Sword
Eagle Crossbow
Soul .45 Caliber
Wicked Sword
Lunge Sword
Ocean Wand
Hunter Crossbow
Iron Sword
Chaos Club
Heavenly Wand
Fire Bow
Steel Sword
Eternity Wand
Wicked Wand
Magnet Bow
Sword
Violet Club
Python Wand
Kaiser Crossbow
Soul Blade
Peach Tree Dagger
Sharp Rapier
Lotus Flower Club
Chill Wand
Moon Willow
Gatling Gun
Speed Bow
Requiem Blade
Zombie Dagger
Killing Rapier
Infinity Club
Flaming Tiger Wand
Skull Flute
Spark Gun
Blizzard Bow
Silver Blade
Falcon Dagger
Cross Club
Purgatory Wand
Mad Leaf Whip
Grand Sword
Energy Pulse
Poison Bow
Holy Blade
Peacock Dagger
Golden Rod
Indigo Dream
Magic Soul Wand
Combat Crossbow
Hellfire Gun
Light Blade
Exorcism Dagger
Fable Club
Ripple Wand
Mist Wand
Star Sword
Eagle Crossbow
Soul .45 Caliber
Valiant Sword
Cross Babel Blade
Day-Break Blade
Apostle Blade
High Blade
Dark Sword
Snow Rapier
Lockjaw Sword
Gravity Sword
Specter Sword
Bless War Club
Righteous War Club
Cerulean Sphere War Club
Divine Wind War Club
Dragon War Club
Golden Rod
Great Genie Rod
Flaming Flower Rod
Empyrean Rod
Reverse Water Rod
Goblin Wand
Eclipse Wand
Illusion Wand
Bloody Hawk Wand
Thunder Wand
Ancient Wand
Prophet's Finger
Crying Crimson Whip
Gargoyle's Wand
Dissipated Soul's Flute
Lightning Rifle
Crystal Rifle
Saint Flare Rifle
Bloody Cannon
High Gatling
Typhoon Bow
Hurricane Bow
General Crossbow
Ignis Crossbow
Star Crossbow
Valiant Sword
Cross Babel Blade
Day-Break Blade
Apostle Blade
High Blade
Dark Sword
Snow Rapier
Lockjaw Sword
Gravity Sword
Specter Sword
Bless War Club
Righteous War Club
Cerulean Sphere War Club
Divine Wind War Club
Dragon War Club
Golden Rod
Great Genie Rod
Flaming Flower Rod
Empyrean Rod
Reverse Water Rod
Goblin Wand
Eclipse Wand
Illusion Wand
Falcon Wand
Thunder Wand
Ancient Wand
Prophet's Finger
Crying Crimson Whip
Gargoyle's Wand
Dissipated Soul's Flute
Lightning Rifle
Crystal Rifle
Saint Flare Rifle
Bloody Cannon
High Gatling
Typhoon Bow
Hurricane Bow
General Crossbow
Ignis Crossbow
Star Crossbow
Valiant Sword
Cross Babel Blade
Day-Break Blade
Apostle Blade
High Blade
Dark Sword
Snow Rapier
Lockjaw Sword
Gravity Sword
Specter Sword
Bless War Club
Righteous War Club
Cerulean Sphere War Club
Divine Wind War Club
Dragon War Club
Golden Rod
Great Genie Rod
Flaming Flower Rod
Empyrean Rod
Reverse Water Rod
Goblin Wand
Eclipse Wand
Illusion Wand
Falcon Wand
Thunder Wand
Ancient Wand
Prophet's Finger
Crying Crimson Whip
Gargoyle's Wand
Dissipated Soul's Flute
Lightning Rifle
Crystal Rifle
Saint Flare Rifle
Bloody Cannon
High Gatling
Typhoon Bow
Hurricane Bow
General Crossbow
Ignis Crossbow
Star Crossbow
Firecracker Stick
Lucky Firecracker Stick
Blade
Night Blade
Ancient Giant Blade
Ruby Blade
Mandarin Sword
Evil Rapier
Power Sword
Twin Fire
Oracle Club
Tao Dagger
Delusion Club
The Devil-Chaser
Bodhi Treasure Sword
Causation Treasure Sword
Tartarus Club
Watchman's Treasure Sword
Forest Spirit's Wand
Phantom Magic Wand
Ice Ocean Wand
Flaming Violet Wand
Alluring Wand
Healer's Wand
Hollow Soul Wand
Blessed Copper Wand
Gunner's Bow
Gunner's Rifle
Kneel Cannon
Red Cannon
Milan Crossbow
Archer's Gun
Battle Crossbow
Spider Crossbow
Hatchet
Tiger Blade
Holy Axe
Saint Blade
Counter Sword
Spirit Sword
Dragon Rapier
Living-Dead Gun
Dark Legacy
Golden Spirit's Rod
Siren Rod
Cursed Rosary Sword
Bloody Corps Club
Purple Mist Club
Eradicate Evil Club
Plague Club
Pandion Wand
Godliness Wand
Tempest Wand
Phoenix Wand
Blessed Wand
Flare Explosion Wand
Golden Wand
Wind Acheron's Wand
Flash Cannon
Wyburn Cannon
Mars Revolver
Feel Light Gun
Soldier Rifle
Magna Crossbow
Moon Crossbow
Goliath Crossbow
Blade
Night Blade
Ancient Giant Blade
Ruby Blade
Mandarin Sword
Evil Rapier
Auric
Twin Fire
Oracle Club
Tao Dagger
Delusion Club
The Devil-Chaser
Bodhi Treasure Sword
Causation Treasure Sword
Tartarus Club
Watchman's Treasure Sword
Forest Spirit's Wand
Phantom Magic Wand
Ice Ocean Wand
Flaming Violet Wand
Alluring Wand
Healer's Wand
Hollow Soul Wand
Blessed Copper Wand
Gunner's Bow
Gunner's Rifle
Kneel Cannon
Red Cannon
Milan Crossbow
Archer's Gun
Battle Crossbow
Spider Crossbow
Hatchet
Tiger Blade
Holy Axe
Saint Blade
Counter Sword
Spirit Sword
Dragon Rapier
Living-Dead Gun
Dark Legacy
Golden Spirit's Rod
Siren Rod
Cursed Rosary Sword
Bloody Corps Club
Purple Mist Club
Eradicate Evil Club
Plague Club
Pandion Wand
Godliness Wand
Tempest Wand
Phoenix Wand
Blessed Wand
Flare Explosion Wand
Golden Wand
Wind Acheron's Wand
Flash Cannon
Wyburn Cannon
Mars Revolver
Feel Light Gun
Soldier Rifle
Magna Crossbow
Moon Crossbow
Goliath Crossbow
Blade
Night Blade
Ancient Giant Blade
Ruby Blade
Mandarin Sword
Evil Rapier
Auric
Twin Fire
Oracle Club
Tao Dagger
Delusion Club
The Devil-Chaser
Bodhi Treasure Sword
Causation Treasure Sword
Tartarus Club
Watchman's Treasure Sword
Forest Spirit's Wand
Phantom Magic Wand
Ice Ocean Wand
Flaming Violet Wand
Alluring Wand
Healer's Wand
Hollow Soul Wand
Blessed Copper Wand
Gunner's Bow
Gunner's Rifle
Kneel Cannon
Red Cannon
Milan Crossbow
Archer's Gun
Battle Crossbow
Spider Crossbow
Hatchet
Tiger Blade
Holy Axe
Saint Blade
Counter Sword
Spirit Sword
Dragon Rapier
Living-Dead Gun
Dark Legacy
Golden Spirit's Rod
Siren Rod
Cursed Rosary Sword
Bloody Corps Club
Purple Mist Club
Eradicate evil Club
Plague Club
Pandion Wand
Godliness Wand
Tempest Wand
Phoenix Wand
Blessed Wand
Flare Explosion Wand
Golden Wand
Wind Acheron's Wand
Flash Cannon
Wyburn Cannon
Mars Revolver
Feel Light Gun
Soldier Rifle
Magna Crossbow
Moon Crossbow
Goliath Crossbow
Blade
Night Blade
Ancient Giant Blade
Ruby Blade
Mandarin Sword
Evil Rapier
Auric
Twin Fire
Oracle Club
Tao Dagger
Delusion Club
The Devil-Chaser
Bodhi Treasure Sword
Causation Treasure Sword
Tartarus Club
Watchman's Treasure Sword
Forest Spirit's Wand
Phantom Magic Wand
Ice Ocean Wand
Flaming Violet Wand
Alluring Wand
Healer's Wand
Hollow Soul Wand
Blessed Copper Wand
Gunner's Bow
Gunner's Rifle
Kneel Cannon
Red Cannon
Milan Crossbow
Archer's Gun
Battle Crossbow
Spider Crossbow
Hatchet
Tiger Blade
Holy Axe
Saint Blade
Counter Sword
Spirit Sword
Dragon Rapier
Living-Dead Gun
Dark Legacy
Golden Spirit's Rod
Siren Rod
Cursed Rosary Sword
Bloody Corps Club
Purple Mist Club
Eradicate Evil Club
Plague Club
Pandion Wand
Godliness Wand
Tempest Wand
Phoenix Wand
Blessed Wand
Flare Explosion Wand
Golden Wand
Wind Acheron's Wand
Flash Cannon
Wyburn Cannon
Mars Revolver
Feel Light Gun
Soldier Rifle
Magna Crossbow
Moon Crossbow
Goliath Crossbow
Blade
Night Blade
Ancient Giant Blade
Ruby Blade
Mandarin Sword
Evil Rapier
Purity
Twin Fire
Oracle Club
Tao Dagger
Delusion Club
The Devil-Chaser
Bodhi Treasure Sword
Causation Treasure Sword
Tartarus Club
Watchman's Treasure Sword
Forest Spirit's Wand
Phantom Magic Wand
Ice Ocean Wand
Flaming Violet Wand
Alluring Wand
Healer's Wand
Hollow Soul Wand
Blessed Copper Wand
Gunner's Bow
Gunner's Rifle
Kneel Cannon
Red Cannon
Milan Crossbow
Archer's Gun
Battle Crossbow
Spider Crossbow
Hatchet
Tiger Blade
Holy Axe
Saint Blade
Counter Sword
Spirit Sword
Dragon Rapier
Zombie Magnum
Evil Rod
Golden Spirit Rod
Siren Rod
Cursed Rosary Sword
Bloody Corps Club
Purple Mist Club
Eradicate Evil Club
Plague Club
Pandion Wand
Godliness Wand
Tempest Wand
Phoenix Wand
Blessed Wand
Flare Explosion Wand
Golden Wand
Wind Acheron's Wand
Flash Cannon
Wyvern Cannon
Mars Revolver
Feel Light Gun
Soldier Rifle
Magna Crossbow
Moon Crossbow
Goliath Crossbow
Twin Magic
Hurricane Blade
Soul-Trapper Cane
Magic Stick
Fire Bow
Red Dragon Blade
Purple Crystal Rod
Sacred Elf Needle
Blue Wing Destroyer
Elemental Eagle
Demolisher
Fury Sword
Phantom
Cross Soul Track Gun
Terminator
Red Dragon Blade Trial
Purple Crystal Rod Trial
Sacred Elf Needle Trial
Blue Wing Destroyer Trial
Elemental Eagle Trial
Demolisher Trial
Slash Sword Trial
Phantom Trial
Cross Soul Track Gun Trial
Terminater Trial
Large Stick
Golden Axe
Phoenix Sword
Sorrow Cane
Valor Sword
Dragon Bow
Smashing Soul Spear
Crying Axe
Fire knife
Demonfyre Blade
Hurricane Spear
Thunder Hammer
Moon Grinder Stick
Blue Light Saber
Chocolate Stick
Microphone
Rubberband Bow
Bamboo Spear
Giant Beast's Skeleton
Bamboo Sword
Jada's Swords
Twin Blowers
Giant Toothpaste Tube
Yellow Lollipop
Red Light Saber
Strawberry Stick
Conductor's Stick
Bull Horn
BB Gun
Deepsea Fish Bone
Metal Bat
Twin Wipers
Ice Cream Speaker
Giant Baby's Bottle
Red Lollipop
Toy Knife
Toy Cane
Toy Western Sword
Toy Bow
Toy Spear
Toy Giant Sword
Toy Samurai Sword
Toy Double Knives
Toy Twin Spears
Toy Giant Bow
Toy Wooden Stick
Phoenix Sword
Sorrow Cane
Justice Sword
Dragon Bow
Smashing Soul Spear
Crying Axe
Fire knife
Ground Fire Blade
Hurricane Spear
Thunder Hammer
Moon Grinder Stick
Power Turkey Leg
Magic Turkey Leg
Caligraphy Brush
Super Hotdog
Giant Panda
Super Eggplant
Super Banana
Broom
Trumpet
Cactus
Ice Cream Trumpet
Sun Flower
Bamboo Sword
Traffic Light
Tableware
French Trumpet
Cupid's Bow
Strawberry Candy
Plunger
Trumpet Fower
Antenna
Harp
Fireworks
Golfer's Iron
Baseball Bat
Double Banana
Toy Hammer
Wrench
Frying Pan
Teddy Bear
Super Hammer
Double Chicken Leg
Excrement Rod
Umbrella
Exacto Knife
Microphone
Clothes Hanger
Protractor Triangle
Bamboo Chopstick Gun
Electric Drill
Rubber Chicken
Folding Stool
Electric Saw
Aluminum Bat
Large Electric Fly Swapper
Red Mail box
Hand-Held Video Recorder
Spatula
Ultimate Twin Sword
Yellow Lollipup
Luxury Pen
Twin Hair Dryer
Caution Sign
One Way Street Sign
Chocolate Stick
































































Wrapped Staff




























































































Gatling Machine Gun
Gatling Machine Gun
